detector,attack,category,image,logit,prob,ap,mim
WaveRep,fgsm,diffcat,000000000389.png,-7.55078125,0.0005254745483398,0.7081760728172652,0.7061788439750671
WaveRep,orig,samecat,000000000395.png,2.865234375,0.9462890625,0.6594473556723685,0.7885605692863464
WaveRep,fgsm,samecat,000000000395.png,-8.828125,0.0001465082168579,0.6067922930126949,0.7335063219070435
WaveRep,orig,diffcat,000000000395.png,4.95703125,0.9931640625,0.6869214930017513,0.8930699229240417
WaveRep,fgsm,diffcat,000000000395.png,-6.7109375,0.0012159347534179,0.8347347679973091,0.8581864833831787
WaveRep,orig,samecat,000000000397.png,3.091796875,0.95654296875,0.8344209523431868,0.7881693840026855
WaveRep,fgsm,samecat,000000000397.png,-7.68359375,0.000460147857666,0.8116836641162973,0.777754545211792
WaveRep,orig,diffcat,000000000397.png,10.3203125,1.0,0.9656667107100124,0.9986151456832886
WaveRep,fgsm,diffcat,000000000397.png,-7.61328125,0.0004935264587402,0.9624014827332344,0.9719118475914
WaveRep,orig,samecat,000000000400.png,7.96484375,0.99951171875,0.8094914932011859,0.8929619193077087
WaveRep,fgsm,samecat,000000000400.png,-5.625,0.0035934448242187,0.810054043137183,0.8593133687973022
WaveRep,orig,diffcat,000000000400.png,8.671875,1.0,0.8509222321428378,0.9439786672592164
WaveRep,fgsm,diffcat,000000000400.png,-6.109375,0.0022163391113281,0.8553899811517314,0.87982177734375
WaveRep,orig,samecat,000000000436.png,8.8515625,1.0,0.8338996214375414,0.8510363698005676
WaveRep,fgsm,samecat,000000000436.png,-7.06640625,0.0008525848388671,0.8621029432812234,0.8141869902610779
WaveRep,orig,diffcat,000000000436.png,8.1796875,0.99951171875,0.9721569736095712,0.9448433518409728
WaveRep,fgsm,diffcat,000000000436.png,-6.9296875,0.0009775161743164,0.9726304808250998,0.9493165612220764
WaveRep,orig,samecat,000000000438.png,4.7109375,0.9912109375,0.4343543952586626,0.3631298243999481
WaveRep,fgsm,samecat,000000000438.png,-8.328125,0.0002415180206298,0.4198616324020783,0.3052467703819275
WaveRep,orig,diffcat,000000000438.png,3.806640625,0.97802734375,0.6093400037618723,0.745034396648407
WaveRep,fgsm,diffcat,000000000438.png,-8.609375,0.0001823902130126,0.6289540046769987,0.5812972187995911
WaveRep,orig,samecat,000000000443.png,-0.9951171875,0.27001953125,0.5713411228899756,0.7211151719093323
WaveRep,fgsm,samecat,000000000443.png,-8.859375,0.0001419782638549,0.6698091638435794,0.7038672566413879
WaveRep,orig,diffcat,000000000443.png,9.671875,1.0,0.9496478763794828,0.9789591431617736
WaveRep,fgsm,diffcat,000000000443.png,-8.6015625,0.0001838207244873,0.9611933314906322,0.9762833714485168
WaveRep,orig,samecat,000000000450.png,5.78515625,0.9970703125,0.7507007495664652,0.6485302448272705
WaveRep,fgsm,samecat,000000000450.png,-7.9375,0.000356912612915,0.707378260541745,0.6404342651367188
WaveRep,orig,diffcat,000000000450.png,10.0,1.0,0.9458574463814914,0.9464263319969176
WaveRep,fgsm,diffcat,000000000450.png,-6.9609375,0.0009474754333496,0.944871226225404,0.9485178589820862
WaveRep,orig,samecat,000000000459.png,3.505859375,0.970703125,0.7368199166177468,0.8257498145103455
WaveRep,fgsm,samecat,000000000459.png,-7.1796875,0.0007615089416503,0.7056388435908,0.7055943012237549
WaveRep,orig,diffcat,000000000459.png,10.3671875,1.0,0.9793606935154472,0.9932667016983032
WaveRep,fgsm,diffcat,000000000459.png,-4.53515625,0.0106124877929687,0.9693473838664226,0.9799540638923644
WaveRep,orig,samecat,000000000471.png,7.1640625,0.9990234375,0.671847214273587,0.6971612572669983
WaveRep,fgsm,samecat,000000000471.png,-7.1875,0.0007553100585937,0.6383514565862627,0.6574577689170837
WaveRep,orig,diffcat,000000000471.png,6.2890625,0.998046875,0.6780020500154156,0.7865244150161743
WaveRep,fgsm,diffcat,000000000471.png,-7.390625,0.0006165504455566,0.769104148834549,0.7635191679000854
WaveRep,orig,samecat,000000000474.png,7.546875,0.99951171875,0.7889166874164565,0.914572775363922
WaveRep,fgsm,samecat,000000000474.png,-8.0390625,0.0003225803375244,0.7942022828578089,0.8603411316871643
WaveRep,orig,diffcat,000000000474.png,9.6484375,1.0,0.9856156574196386,0.9820632338523864
WaveRep,fgsm,diffcat,000000000474.png,-5.58984375,0.0037212371826171,0.9919987147374908,0.992296040058136
WaveRep,orig,samecat,000000000491.png,-1.193359375,0.232666015625,0.1279340584188874,0.0009357088711112
WaveRep,fgsm,samecat,000000000491.png,-7.1953125,0.0007495880126953,0.1052326250990021,0.0028715296648442
WaveRep,orig,diffcat,000000000491.png,0.335693359375,0.5830078125,0.3616355130126849,0.3895391821861267
WaveRep,fgsm,diffcat,000000000491.png,-6.953125,0.0009546279907226,0.2939782959926291,0.166269451379776
WaveRep,orig,samecat,000000000502.png,1.4716796875,0.8134765625,0.5281666201877511,0.5452319383621216
WaveRep,fgsm,samecat,000000000502.png,-9.3515625,8.684396743774414e-05,0.5002201122534752,0.4994415640830993
WaveRep,orig,diffcat,000000000502.png,5.0703125,0.99365234375,0.591195604096348,0.6640632748603821
WaveRep,fgsm,diffcat,000000000502.png,-9.15625,0.0001055598258972,0.6247705168622182,0.6566773056983948
WaveRep,orig,samecat,000000000510.png,-1.0166015625,0.265625,0.2639531246445277,0.1710034310817718
WaveRep,fgsm,samecat,000000000510.png,-9.5546875,7.086992263793945e-05,0.2679030416255574,0.249807059764862
WaveRep,orig,diffcat,000000000510.png,6.44140625,0.99853515625,0.8529204351222655,0.9577441215515136
WaveRep,fgsm,diffcat,000000000510.png,-8.46875,0.0002099275588989,0.7655444579820482,0.7598953247070312
WaveRep,orig,samecat,000000000529.png,2.1875,0.89892578125,0.3835086748845822,0.4352677762508392
WaveRep,fgsm,samecat,000000000529.png,-8.4609375,0.000211477279663,0.395703951442732,0.4997285306453705
WaveRep,orig,diffcat,000000000529.png,5.15234375,0.994140625,0.8418688688334011,0.9503318667411804
WaveRep,fgsm,diffcat,000000000529.png,-6.7109375,0.0012159347534179,0.8133047383683201,0.83501136302948
WaveRep,orig,samecat,000000000532.png,6.28515625,0.998046875,0.6434464175643653,0.6639978885650635
WaveRep,fgsm,samecat,000000000532.png,-7.5390625,0.0005316734313964,0.668422524204444,0.6690953373908997
WaveRep,orig,diffcat,000000000532.png,7.04296875,0.9990234375,0.5915764952322704,0.6282843947410583
WaveRep,fgsm,diffcat,000000000532.png,-8.09375,0.0003054141998291,0.6430209651023964,0.6524320840835571
WaveRep,orig,samecat,000000000536.png,-0.1397705078125,0.465087890625,0.3894340909072689,0.3500591516494751
WaveRep,fgsm,samecat,000000000536.png,-9.4296875,8.028745651245117e-05,0.3918994794392771,0.3819334506988525
WaveRep,orig,diffcat,000000000536.png,-1.7587890625,0.14697265625,0.5098482174908414,0.4371722638607025
WaveRep,fgsm,diffcat,000000000536.png,-9.453125,7.843971252441406e-05,0.6316324257015424,0.6789544224739075
WaveRep,orig,samecat,000000000544.png,6.03125,0.99755859375,0.7480872657181166,0.7140790224075317
WaveRep,fgsm,samecat,000000000544.png,-10.046875,4.333257675170898e-05,0.7751213042882446,0.7946535348892212
WaveRep,orig,diffcat,000000000544.png,7.515625,0.99951171875,0.7804319182437734,0.7942377328872681
WaveRep,fgsm,diffcat,000000000544.png,-9.3671875,8.547306060791016e-05,0.7379456866031843,0.6818565726280212
WaveRep,orig,samecat,000000000562.png,9.6484375,1.0,0.688969599531349,0.7054980993270874
WaveRep,fgsm,samecat,000000000562.png,-6.67578125,0.0012598037719726,0.5778694723126689,0.5543211698532104
WaveRep,orig,diffcat,000000000562.png,5.890625,0.9970703125,0.7622790429817384,0.9087761044502258
WaveRep,fgsm,diffcat,000000000562.png,-5.515625,0.0040054321289062,0.756486462034807,0.8236735463142395
WaveRep,orig,samecat,000000000572.png,-0.355224609375,0.412109375,0.5182147968587126,0.4833101034164428
WaveRep,fgsm,samecat,000000000572.png,-8.1015625,0.000303030014038,0.4892803296460762,0.4986364841461181
WaveRep,orig,diffcat,000000000572.png,0.5,0.62255859375,0.3997396010593893,0.5421884655952454
WaveRep,fgsm,diffcat,000000000572.png,-7.5078125,0.0005483627319335,0.4100387764573648,0.4807606339454651
WaveRep,orig,samecat,000000000581.png,0.76123046875,0.681640625,0.672949345788799,0.6117703914642334
WaveRep,fgsm,samecat,000000000581.png,-9.7890625,5.608797073364258e-05,0.6729981717672449,0.4721195995807647
WaveRep,orig,diffcat,000000000581.png,1.3212890625,0.78955078125,0.418999813443203,0.4187292158603668
WaveRep,fgsm,diffcat,000000000581.png,-9.3984375,8.285045623779297e-05,0.3787326761855399,0.3022801876068115
WaveRep,orig,samecat,000000000599.png,5.75,0.9970703125,0.6617872048432695,0.8281643390655518
WaveRep,fgsm,samecat,000000000599.png,-9.3046875,9.101629257202148e-05,0.6767443041060954,0.7575613260269165
WaveRep,orig,diffcat,000000000599.png,7.83203125,0.99951171875,0.7407645054576152,0.7962799668312073
WaveRep,fgsm,diffcat,000000000599.png,-9.7421875,5.877017974853516e-05,0.7525327230885285,0.7626885175704956
WaveRep,orig,samecat,000000000612.png,-2.970703125,0.04876708984375,0.3233053415657637,0.2549128532409668
WaveRep,fgsm,samecat,000000000612.png,-8.8203125,0.0001477003097534,0.2254378515828246,0.1434080004692077
WaveRep,orig,diffcat,000000000612.png,-2.720703125,0.061767578125,0.5422870142162909,0.6661044359207153
WaveRep,fgsm,diffcat,000000000612.png,-8.8515625,0.0001431703567504,0.6703132337489862,0.6666767001152039
WaveRep,orig,samecat,000000000623.png,-3.126953125,0.042022705078125,0.3467715385449209,0.3894881308078766
WaveRep,fgsm,samecat,000000000623.png,-9.8046875,5.519390106201172e-05,0.4398180151242526,0.4498870074748993
WaveRep,orig,diffcat,000000000623.png,-0.21142578125,0.447265625,0.7176771589088473,0.9253228306770324
WaveRep,fgsm,diffcat,000000000623.png,-9.6640625,6.35385513305664e-05,0.7663621820433026,0.8752052187919617
WaveRep,orig,samecat,000000000636.png,9.625,1.0,0.7730032238629804,0.7915068864822388
WaveRep,fgsm,samecat,000000000636.png,-7.5078125,0.0005483627319335,0.5892735464929093,0.5538533329963684
WaveRep,orig,diffcat,000000000636.png,9.8515625,1.0,0.7537482092432252,0.7384365797042847
WaveRep,fgsm,diffcat,000000000636.png,-6.08203125,0.0022792816162109,0.5495081889719593,0.5127657651901245
WaveRep,orig,samecat,000000000650.png,7.9609375,0.99951171875,0.6579471071562722,0.5895739197731018
WaveRep,fgsm,samecat,000000000650.png,-4.07421875,0.0167236328125,0.5476860502517393,0.5208556652069092
WaveRep,orig,diffcat,000000000650.png,6.609375,0.99853515625,0.6083576371648873,0.7341910600662231
WaveRep,fgsm,diffcat,000000000650.png,-3.185546875,0.039703369140625,0.6160654399746269,0.7255722284317017
WaveRep,orig,samecat,000000000659.png,1.765625,0.85400390625,0.6550313196675309,0.9779371619224548
WaveRep,fgsm,samecat,000000000659.png,-8.3125,0.0002453327178955,0.6845377642715567,0.7769402861595154
WaveRep,orig,diffcat,000000000659.png,7.453125,0.99951171875,0.8121215177061164,0.8876643180847168
WaveRep,fgsm,diffcat,000000000659.png,-7.69140625,0.0004565715789794,0.8867040088992332,0.917615294456482
WaveRep,orig,samecat,000000000661.png,8.53125,1.0,0.846223130528968,0.9259240627288818
WaveRep,fgsm,samecat,000000000661.png,-7.796875,0.0004107952117919,0.6805704081289867,0.6745820641517639
WaveRep,orig,diffcat,000000000661.png,7.53515625,0.99951171875,0.8817268572848577,0.918317973613739
WaveRep,fgsm,diffcat,000000000661.png,-6.66796875,0.0012693405151367,0.9113458080271848,0.9122506976127625
WaveRep,orig,samecat,000000000692.png,4.015625,0.982421875,0.46299889799179,0.484523594379425
WaveRep,fgsm,samecat,000000000692.png,-7.41015625,0.0006046295166015,0.4562009343960188,0.4396976828575134
WaveRep,orig,diffcat,000000000692.png,9.9921875,1.0,0.9026202202987248,0.9406250715255736
WaveRep,fgsm,diffcat,000000000692.png,-6.12109375,0.0021915435791015,0.85764481172341,0.8757781982421875
WaveRep,orig,samecat,000000000693.png,-2.22265625,0.09771728515625,0.4549635098714957,0.7238650918006897
WaveRep,fgsm,samecat,000000000693.png,-9.8828125,5.1021575927734375e-05,0.357908466416962,0.316932737827301
WaveRep,orig,diffcat,000000000693.png,-1.0859375,0.25244140625,0.6726137257567422,0.6886044144630432
WaveRep,fgsm,diffcat,000000000693.png,-9.4140625,8.153915405273438e-05,0.6576749468578661,0.5695350170135498
WaveRep,orig,samecat,000000000715.png,-1.6083984375,0.1668701171875,0.1621524283915048,0.1125576943159103
WaveRep,fgsm,samecat,000000000715.png,-8.6328125,0.0001780986785888,0.174709238669882,0.1312900185585022
WaveRep,orig,diffcat,000000000715.png,2.423828125,0.91845703125,0.7326019341317613,0.8039803504943848
WaveRep,fgsm,diffcat,000000000715.png,-8.4375,0.0002166032791137,0.6091351512204886,0.5017228126525879
WaveRep,orig,samecat,000000000723.png,-2.25,0.0953369140625,0.6094163359762643,0.6173312067985535
WaveRep,fgsm,samecat,000000000723.png,-9.5078125,7.426738739013672e-05,0.6935370468543565,0.2958413362503052
WaveRep,orig,diffcat,000000000723.png,-1.5869140625,0.1697998046875,0.5177043383912694,0.5952370166778564
WaveRep,fgsm,diffcat,000000000723.png,-9.6875,6.204843521118164e-05,0.539094581177816,0.4723548591136932
WaveRep,orig,samecat,000000000730.png,0.88671875,0.7080078125,0.5275332726351606,0.4790605008602142
WaveRep,fgsm,samecat,000000000730.png,-7.859375,0.0003859996795654,0.4593585612628315,0.3068472743034363
WaveRep,orig,diffcat,000000000730.png,5.9296875,0.99755859375,0.7226255812919045,0.7692136764526367
WaveRep,fgsm,diffcat,000000000730.png,-7.9609375,0.0003488063812255,0.7244691700844405,0.7856845259666443
WaveRep,orig,samecat,000000000735.png,0.6103515625,0.64794921875,0.346795211495752,0.2728733718395233
WaveRep,fgsm,samecat,000000000735.png,-9.3984375,8.285045623779297e-05,0.206844651875596,0.2264946699142456
WaveRep,orig,diffcat,000000000735.png,4.69140625,0.99072265625,0.5138121289822045,0.4716678857803345
WaveRep,fgsm,diffcat,000000000735.png,-8.8203125,0.0001477003097534,0.445060662989688,0.37392058968544
WaveRep,orig,samecat,000000000761.png,0.1806640625,0.544921875,0.299040588334673,0.2416910827159881
WaveRep,fgsm,samecat,000000000761.png,-9.015625,0.0001214742660522,0.2975862211554301,0.2095296829938888
WaveRep,orig,diffcat,000000000761.png,-0.18408203125,0.4541015625,0.3689934594705023,0.4693779647350311
WaveRep,fgsm,diffcat,000000000761.png,-9.15625,0.0001055598258972,0.4721671202005529,0.478788822889328
WaveRep,orig,samecat,000000000772.png,5.4375,0.99560546875,0.5343552205496178,0.4649012088775635
WaveRep,fgsm,samecat,000000000772.png,-5.93359375,0.0026416778564453,0.2588094998753247,0.2273603975772857
WaveRep,orig,diffcat,000000000772.png,6.30078125,0.998046875,0.7748006079833853,0.7869600057601929
WaveRep,fgsm,diffcat,000000000772.png,-6.67578125,0.0012598037719726,0.7685244809245493,0.7519202828407288
WaveRep,orig,samecat,000000000775.png,8.03125,0.99951171875,0.8008495211590542,0.8587417602539062
WaveRep,fgsm,samecat,000000000775.png,-8.0859375,0.0003077983856201,0.8434466733271079,0.8019517064094543
WaveRep,orig,diffcat,000000000775.png,6.09375,0.99755859375,0.8720934553754733,0.9511143565177916
WaveRep,fgsm,diffcat,000000000775.png,-6.765625,0.0011510848999023,0.7772554162189296,0.7112911939620972
WaveRep,orig,samecat,000000000790.png,-1.33203125,0.2088623046875,0.6178025406778404,0.6533852815628052
WaveRep,fgsm,samecat,000000000790.png,-8.6953125,0.0001673698425292,0.5489027897776687,0.4974932372570038
WaveRep,orig,diffcat,000000000790.png,-0.64111328125,0.344970703125,0.7039135828738492,0.547738790512085
WaveRep,fgsm,diffcat,000000000790.png,-8.5078125,0.0002018213272094,0.7275203320766668,0.6532034277915955
